"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00155097","2011-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","288.3",",7","7",",7","5",",7","1",",7","","","","","0",",7","0",",7","0",",7","31",",7","28",",7","","","","","16.7",",7,01,","","","","","30.5",",,7,13,","37.8",",7,11,","0.0","7","","","","","0.0",",7","","","","","","","","","","","","","","","","","","","","","76.2",",,,7","","","27.63",",7","34.03",",,,7","21.24",",,,7","",""
"USC00155097","2011-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","229.2",",Z","7",",Z","5",",Z","0",",Z","","","","","0",",Z","0",",Z","0",",Z","31",",Z","19",",Z","","","","","15.0",",Z,30,+","","","","","22.9",",,Z,18,","37.2",",Z,03,","0.0","7","","","","","0.0",",Z","","","","","","","","","","","","","","","","","","","","","42.9",",,,Z","","","25.73",",Z","32.47",",,,Z","18.98",",,,Z","",""
"USC00155097","2011-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","90.8",",7","12",",7","6",",7","3",",7","","","","","0",",7","0",",7","0",",7","27",",7","5",",7","","","","","8.9",",7,16,","","","","","76.7",",,7,05,","38.3",",7,03,+","15.0","7","","","","","15.0",",7","","","","","","","","","","","","","","","","","","","","","189.1",",,,7","","","20.86",",7","27.18",",,,7","14.54",",,,7","",""
"USC00155097","2011-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","15.9",",Z","6",",Z","4",",Z","0",",Z","","","","","0",",Z","2",",Z","0",",Z","19",",Z","1",",Z","","","","","-1.7",",Z,29,","","","","","15.0",",,Z,13,","35.0",",Z,08,","133.2","7","","","","","118.2",",Z","","","","","","","","","","","","","","","","","","","","","37.9",",,,Z","","","15.03",",Z","22.45",",,,Z","7.62",",,,Z","",""
"USC00155097","2011-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","2.5",",7","13",",7","9",",7","3",",7","","","","","0",",7","2",",7","0",",7","8",",7","0",",7","","","","","-3.9",",7,11,","","","","","62.2",",,7,16,","24.4",",7,08,","325.9","7","","","","","192.7",",7","","","","","","","","","","","","","","","","","","","","","246.7",",,,7","","","11.99",",7","17.39",",,,7","6.60",",,,7","",""
"USC00155097","2011-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","0.0",",7","11",",7","8",",7","2",",7","","","","","0",",7","13",",7","0",",7","0",",7","0",",7","","","","","-6.7",",7,11,","","","","","57.9",",,7,05,","19.4",",7,14,","685.9","7","","","","","360.0",",7","","","","","","","","","","","","","","","","","","","","","123.1",",,,7","","","6.72",",7","11.71",",,,7","1.74",",,,7","",""
"USC00155097","2012-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","7","0.0",",7","12",",7","8",",7","0",",7","","","","","0",",7","19",",7","2",",7","0",",7","0",",7","","","","","-10.6",",7,14,","","","","","24.4",",,7,23,","17.2",",7,17,+","1078.2","7","","","","","392.3",",7","","","","","","","","","","","","","","","","","","","","","110.1",",,,7","","","5.68",",7","11.29",",,,7","0.06",",,,7","",""
"USC00155097","2012-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.6","7","0.6",",7","12",",7","6",",7","1",",7","","","","","0",",7","11",",7","0",",7","4",",7","0",",7","","","","","-9.4",",7,12,","","","","","49.0",",,7,29,","23.9",",7,24,","1398.0","7","  10.6",",,,7,5,2","","","319.8",",7","  14.4",",,,7,5,2","","","   2.2",",,,7,5,2","","","   4.4",",,,7,5,2","","","   6.1",",,,7,5,2","","","   8.9",",,,7,5,2","","","78.7",",,,7","","","7.32",",7","12.91",",,,7","1.73",",,,7","",""
"USC00155097","2012-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","42.0","7","41.4",",7","14",",7","10",",7","1",",7","","","","","0",",7","5",",7","0",",7","23",",7","0",",7","","","","","-2.2",",7,04,","","","","","32.3",",,7,08,","29.4",",7,21,+","1490.5","7","  17.8",",,,7,5,2","","","92.5",",7","  21.7",",,,7,5,2","","","   6.1",",,,7,5,2","","","  10.6",",,,7,5,2","","","  12.8",",,,7,5,2","","","  17.0",",,,7,5,2","","","104.9",",,,7","","","16.68",",7","23.23",",,,7","10.14",",,,7","",""
"USC00155097","2012-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","75.7","7","33.7",",7","6",",7","4",",7","1",",7","","","","","0",",7","2",",7","0",",7","23",",7","0",",7","","","","","-1.7",",7,12,","","","","","26.7",",,7,21,","30.6",",7,03,","1584.1","7","  19.4",",,,7,5,2","","","93.6",",7","  23.3",",,,7,5,2","","","  12.2",",,,7,5,2","","","  17.8",",,,7,5,2","","","  15.6",",,,7,5,2","","","  21.1",",,,7,5,2","","","48.9",",,,7","","","16.34",",7","23.77",",,,7","8.91",",,,7","",""
"USC00155097","2012-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","208.0","7","132.3",",7","8",",7","5",",7","3",",7","","","","","0",",7","0",",7","0",",7","31",",7","7",",7","","","","","6.7",",7,11,","","","","","43.2",",,7,01,","35.0",",7,28,","1590.2","7","  24.4",",,,7,5,2","","","6.1",",7","  28.3",",,,7,5,2","","","  17.8",",,,7,5,2","","","  21.1",",,,7,5,2","","","  21.1",",,,7,5,2","","","  25.6",",,,7,5,2","","","133.4",",,,7","","","22.41",",7","29.27",",,,7","15.54",",,,7","",""
"USC00155097","2012-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","381.5","7","173.5",",7","5",",7","2",",7","1",",7","","","","","0",",7","0",",7","0",",7","30",",7","15",",7","","","","","7.8",",7,02,","","","","","27.2",",,7,01,","42.2",",7,30,","1593.0","7","  27.2",",,,7,5,2","","","2.8",",7","  32.8",",,,7,5,2","","","  18.9",",,,7,5,2","","","  23.9",",,,7,5,2","","","  22.8",",,,7,5,2","","","  28.0",",,,7,5,2","","","39.2",",,,7","","","24.03",",7","31.94",",,,7","16.11",",,,7","",""
"USC00155097","2012-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","685.0","7","303.5",",7","12",",7","8",",7","2",",7","","","","","0",",7","0",",7","0",",7","31",",7","26",",7","","","","","16.7",",7,30,","","","","","60.5",",,7,20,","41.1",",7,01,","0.0","7","  28.9",",,,7,5,2","","","0.0",",7","  35.0",",,,7,5,2","","","  25.0",",,,7,5,2","","","  27.2",",,,7,5,2","","","  26.7",",,,7,5,2","","","  31.3",",,,7,5,2","","","149.7",",,,7","","","28.12",",7","35.15",",,,7","21.10",",,,7","",""
"USC00155097","2012-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","893.6","7","208.6",",7","7",",7","5",",7","1",",7","","","","","0",",7","0",",7","0",",7","31",",7","18",",7","","","","","11.7",",7,20,","","","","","33.8",",,7,03,","36.7",",7,03,","0.0","7","  27.2",",,,7,5,2","","","0.0",",7","  30.6",",,,7,5,2","","","  21.1",",,,7,5,2","","","  25.6",",,,7,5,2","","","  24.0",",,,7,5,2","","","  27.9",",,,7,5,2","","","69.1",",,,7","","","25.06",",7","31.92",",,,7","18.21",",,,7","",""
"USC00155097","2012-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","995.2","7","101.6",",7","10",",7","9",",7","2",",7","","","","","0",",7","0",",7","0",",7","30",",7","4",",7","","","","","2.8",",7,24,","","","","","29.7",",,7,08,","33.9",",7,08,","20.0","7","  25.0",",,,7,5,2","","","20.0",",7","  27.8",",,,7,5,2","","","  16.1",",,,7,5,2","","","  18.9",",,,7,5,2","","","  21.0",",,,7,5,2","","","  23.5",",,,7,5,2","","","152.6",",,,7","","","21.05",",7","27.42",",,,7","14.68",",,,7","",""
"USC00155097","2012-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","1007.1","7","11.9",",7","7",",7","5",",7","0",",7","","","","","0",",7","0",",7","0",",7","17",",7","0",",7","","","","","0.6",",7,11,","","","","","21.6",",,7,02,","27.8",",7,06,","143.9","7","  18.9",",,,7,5,2","","","123.9",",7","  20.6",",,,7,5,2","","","  11.1",",,,7,5,2","","","  12.8",",,,7,5,2","","","  15.2",",,,7,5,2","","","  17.4",",,,7,5,2","","","75.2",",,,7","","","14.72",",7","20.94",",,,7","8.50",",,,7","",""
"USC00155097","2012-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","1007.1","7","0.0",",7","3",",7","3",",7","0",",7","","","","","0",",7","13",",7","0",",7","2",",7","0",",7","","","","","-5.6",",7,24,","","","","","24.4",",,7,12,","22.8",",7,11,+","442.9","7","  12.8",",,,7,5,2","","","299.0",",7","  12.8",",,,7,5,2","","","   5.6",",,,7,5,2","","","   7.2",",,,7,5,2","","","   8.8",",,,7,5,2","","","  10.6",",,,7,5,2","","","35.0",",,,7","","","8.37",",7","15.40",",,,7","1.33",",,,7","",""
"USC00155097","2012-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","1008.2","7","1.1",",7","16",",7","11",",7","1",",7","","","","","0",",7","14",",7","0",",7","2",",7","0",",7","","","","","-6.7",",7,22,","","","","","25.4",",,7,10,","22.8",",7,04,+","765.7","7","  12.2",",,,7,5,2","","","322.8",",7","  13.3",",,,7,5,2","","","   3.9",",,,7,5,2","","","   5.0",",,,7,5,2","","","   7.9",",,,7,5,2","","","   9.6",",,,7,5,2","","","145.3",",,,7","","","7.96",",7","12.24",",,,7","3.67",",,,7","",""
"USC00155097","2013-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","7","0.0",",7","14",",7","11",",7","2",",7","","","","","0",",7","19",",7","1",",7","0",",7","0",",7","","","","","-10.6",",7,22,","","","","","29.7",",,7,13,","20.6",",7,30,","1191.4","7","  11.1",",,,7,5,2","","","425.7",",7","  12.8",",,,7,5,2","","","   2.2",",,,7,5,2","","","   2.8",",,,7,5,2","","","   4.7",",,,7,5,2","","","   6.3",",,,7,5,2","","","139.9",",,,7","","","4.60",",7","9.29",",,,7","-0.09",",,,7","",""
"USC00155097","2013-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","7","0.0",",7","12",",7","7",",7","0",",7","","","","","0",",7","16",",7","0",",7","0",",7","0",",7","","","","","-11.7",",7,01,","","","","","20.3",",,7,22,","19.4",",7,08,","1560.8","7","   7.8",",,,7,5,2","","","369.4",",7","   8.9",",,,7,5,2","","","   2.8",",,,7,5,2","","","   4.4",",,,7,5,2","","","   5.0",",,,7,5,2","","","   7.0",",,,7,5,2","","","62.2",",,,7","","","5.14",",7","11.25",",,,7","-0.97",",,,7","",""
"USC00155097","2013-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","7","0.0",",7","14",",7","9",",7","2",",7","","","","","0",",7","17",",7","0",",7","4",",7","0",",7","","","","","-7.8",",7,21,","","","","","47.5",",,7,18,","22.8",",7,17,","1942.6","7","   9.4",",,,7,5,2","","","381.8",",7","  12.2",",,,7,5,2","","","   3.3",",,,7,5,2","","","   5.0",",,,7,5,2","","","   6.0",",,,7,5,2","","","   8.3",",,,7,5,2","","","143.8",",,,7","","","6.02",",7","11.41",",,,7","0.63",",,,7","",""
"USC00155097","2013-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","26.2","7","26.2",",7","8",",7","6",",7","3",",7","","","","","0",",7","3",",7","0",",7","16",",7","0",",7","","","","","-1.1",",7,03,+","","","","","43.7",",,7,28,","30.0",",7,17,","2074.1","7","  17.2",",,,7,5,2","","","131.5",",7","  20.6",",,,7,5,2","","","   7.8",",,,7,5,2","","","  10.6",",,,7,5,2","","","  12.5",",,,7,5,2","","","  15.9",",,,7,5,2","","","147.4",",,,7","","","14.82",",7","21.45",",,,7","8.19",",,,7","",""
"USC00155097","2013-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","113.6","7","87.4",",7","15",",7","9",",7","1",",7","","","","","0",",7","0",",7","0",",7","26",",7","0",",7","","","","","2.2",",7,13,","","","","","27.7",",,7,05,","31.7",",7,30,+","2111.6","7","  22.2","1,,,7,5,2","","","37.5",",7","  26.7",",,,7,5,2","","","  14.4","1,,,7,5,2","","","  17.2",",,,7,5,2","","","  18.3","1,,,7,5,2","","","  22.3",",,,7,5,2","","","124.8",",,,7","","","19.94",",7","26.12",",,,7","13.77",",,,7","",""
"USC00155097","2013-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","290.8","7","177.2",",7","12",",7","8",",7","1",",7","","","","","0",",7","0",",7","0",",7","30",",7","10",",7","","","","","11.7",",7,04,","","","","","36.8",",,7,27,","34.4",",7,13,","2111.6","7","  25.0",",,,7,5,2","","","0.0",",7","  28.9",",,,7,5,2","","","  19.4",",,,7,5,2","","","  23.9",",,,7,5,2","","","  22.5",",,,7,5,2","","","  26.5",",,,7,5,2","","","106.5",",,,7","","","24.24",",7","30.57",",,,7","17.91",",,,7","",""
"USC00155097","2013-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","486.5","7","195.7",",7","13",",7","8",",7","1",",7","","","","","0",",7","0",",7","0",",7","31",",7","13",",7","","","","","11.7",",7,29,+","","","","","63.0",",,7,06,","35.0",",7,19,","0.0","7","  26.1",",,,7,5,2","","","0.0",",7","  30.0",",,,7,5,2","","","  21.7",",,,7,5,2","","","  24.4",",,,7,5,2","","","  23.8",",,,7,5,2","","","  27.5",",,,7,5,2","","","171.3",",,,7","","","24.65",",7","30.49",",,,7","18.80",",,,7","",""
"USC00155097","2013-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","680.2","7","193.7",",7","7",",7","5",",7","2",",7","","","","","0",",7","0",",7","0",",7","31",",7","7",",7","","","","","12.2",",7,15,","","","","","43.9",",,7,09,","33.3",",7,31,+","0.0","7","  25.6",",,,7,5,2","","","0.0",",7","  28.9",",,,7,5,2","","","  21.1",",,,7,5,2","","","  25.6",",,,7,5,2","","","  23.5",",,,7,5,2","","","  26.9",",,,7,5,2","","","122.2",",,,7","","","24.58",",7","30.24",",,,7","18.93",",,,7","",""
"USC00155097","2013-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","809.6","7","129.4",",7","5",",7","2",",7","1",",7","","","","","0",",7","0",",7","0",",7","30",",7","6",",7","","","","","7.8",",7,14,","","","","","39.1",",,7,21,","34.4",",7,10,+","7.2","7","  25.0",",,,7,5,2","","","7.2",",7","  28.9",",,,7,5,2","","","  18.3",",,,7,5,2","","","  22.2",",,,7,5,2","","","  21.5",",,,7,5,2","","","  25.2",",,,7,5,2","","","60.4",",,,7","","","22.41",",7","29.04",",,,7","15.77",",,,7","",""
"USC00155097","2013-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","846.5","7","36.9",",7","14",",7","8",",7","0",",7","","","","","0",",7","2",",7","0",",7","18",",7","0",",7","","","","","-3.9",",7,25,","","","","","23.1",",,7,06,","30.0",",7,06,+","117.5","7","  21.7",",,,7,5,2","","","110.3",",7","  24.4",",,,7,5,2","","","   9.4",",,,7,5,2","","","  13.3",",,,7,5,2","","","  16.1",",,,7,5,2","","","  19.1",",,,7,5,2","","","63.2",",,,7","","","15.97",",7","22.20",",,,7","9.73",",,,7","",""
"USC00155097","2013-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","846.5","7","0.0",",7","11",",7","6",",7","2",",7","","","","","0",",7","14",",7","0",",7","2",",7","0",",7","","","","","-10.6",",7,28,","","","","","38.9",",,7,17,","22.8",",7,06,","419.7","7","  15.6",",,,7,5,2","","","302.2",",7","  17.2",",,,7,5,2","","","   3.3",",,,7,5,2","","","   5.6",",,,7,5,2","","","   9.3",",,,7,5,2","","","  11.9",",,,7,5,2","","","125.3",",,,7","","","8.26",",7","14.67",",,,7","1.85",",,,7","",""
"USC00155097","2013-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","846.5","7","0.0",",7","12",",7","9",",7","2",",7","","","","","0",",7","18",",7","1",",7","3",",7","0",",7","","","","","-10.6",",7,12,","","","","","36.3",",,7,06,","22.8",",7,22,","826.3","7","  11.7",",,,7,5,2","","","406.6",",7","  13.3",",,,7,5,2","","","   2.2",",,,7,5,2","","","   3.3",",,,7,5,2","","","   5.5",",,,7,5,2","","","   7.4",",,,7,5,2","","","154.6",",,,7","","","5.22",",7","10.06",",,,7","0.37",",,,7","",""
"USC00155097","2014-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","7","0.0",",7","10",",7","6",",7","0",",7","","","","","3",",7","27",",7","7",",7","0",",7","0",",7","","","","","-19.4",",7,07,","","","","","17.0",",,7,11,","14.4",",7,27,","1414.5","7","   3.9",",,,7,5,1","   5.0",",,,7,5,2","588.2",",7","   6.7",",,,7,5,1","   6.7",",,,7,5,2","  -0.6",",,,7,5,1","   0.6",",,,7,5,2","  -0.6",",,,7,5,1","   0.6",",,,7,5,2","   1.1",",,,7,5,1","   2.0",",,,7,5,2","   2.7",",,,7,5,1","   3.3",",,,7,5,2","55.4",",,,7","","","-0.64",",7","5.66",",,,7","-6.94",",,,7","",""
"USC00155097","2014-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","7","0.0",",7","13",",7","6",",7","2",",7","","","","","0",",7","21",",7","4",",7","2",",7","0",",7","","","","","-12.2",",7,11,","","","","","69.9",",,7,05,","22.8",",7,21,","1847.9","7","   6.7",",,,7,5,1","   7.8",",,,7,5,2","433.4",",7","  10.6",",,,7,5,1","  10.6",",,,7,5,2","  -0.6",",,,7,5,1","   0.6",",,,7,5,2","   0.0",",,,7,5,1","   0.6",",,,7,5,2","   1.9",",,,7,5,1","   2.8",",,,7,5,2","   4.5",",,,7,5,1","   4.5",",,,7,5,2","145.2",",,,7","","","2.85",",7","8.59",",,,7","-2.88",",,,7","",""
"USC00155097","2014-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","7","0.0",",7","8",",7","7",",7","1",",7","","","","","0",",7","14",",7","0",",7","4",",7","0",",7","","","","","-12.2",",7,04,","","","","","57.7",",,7,03,","24.4",",7,12,","2184.3","7","   9.4",",,,7,5,1","  10.6",",,,7,5,2","336.4",",7","  13.9",",,,7,5,1","  12.8",",,,7,5,2","   1.1",",,,7,5,1","   1.7",",,,7,5,2","   1.7",",,,7,5,1","   2.8",",,,7,5,2","   5.2",",,,7,5,1","   6.1",",,,7,5,2","   9.2",",,,7,5,1","   8.9",",,,7,5,2","114.6",",,,7","","","7.48",",7","14.45",",,,7","0.52",",,,7","23.2",",7"
"USC00155097","2014-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","25.4","7","25.4",",7","11",",7","8",",7","3",",7","","","","","0",",7","1",",7","0",",7","22",",7","0",",7","","","","","-2.8",",7,16,","","","","","41.1",",,7,28,","29.4",",7,27,","2264.3","7","  17.2",",,,7,5,1","  17.8",",,,7,5,2","80.0",",7","  21.1",",,,7,5,1","  20.6",",,,7,5,2","   8.9",",,,7,5,1","  10.6",",,,7,5,2","  14.4",",,,7,5,1","  13.3",",,,7,5,2","  12.8",",,,7,5,1","  13.8",",,,7,5,2","  17.8",",,,7,5,1","  17.4",",,,7,5,2","189.7",",,,7","","","16.51",",7","23.38",",,,7","9.65",",,,7","19.2",",7"
"USC00155097","2014-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","142.7","7","117.3",",7","5",",7","5",",7","2",",7","","","","","0",",7","0",",7","0",",7","27",",7","3",",7","","","","","5.0",",7,18,+","","","","","43.7",",,7,15,","32.8",",7,28,","2300.9","7","  21.1",",,,7,5,1","  22.2",",,,7,5,2","36.6",",7","  25.6",",,,7,5,1","  25.6",",,,7,5,2","  13.3",",,,7,5,1","  14.4",",,,7,5,2","  17.8",",,,7,5,1","  17.8",",,,7,5,2","  17.9",",,,7,5,1","  19.1",",,,7,5,2","  22.6",",,,7,5,1","  22.5",",,,7,5,2","99.6",",,,7","","","20.94",",7","27.88",",,,7","14.00",",,,7","17.9",",7"
"USC00155097","2014-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","350.5","7","207.8",",7","12",",7","8",",7","0",",7","","","","","0",",7","0",",7","0",",7","30",",7","16",",7","","","","","11.1",",7,14,","","","","","17.0",",,7,24,","35.6",",7,20,+","2300.9","7","  23.3",",,,7,5,1","  24.4",",,,7,5,2","0.0",",7","  27.8",",,,7,5,1","  27.8",",,,7,5,2","  18.3",",,,7,5,1","  19.4",",,,7,5,2","  23.3",",,,7,5,1","  23.3",",,,7,5,2","  21.7",",,,7,5,1","  22.7",",,,7,5,2","  25.7",",,,7,5,1","  25.9",",,,7,5,2","68.7",",,,7","","","25.26",",7","31.76",",,,7","18.76",",,,7","13.0",",7"
"USC00155097","2014-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","539.7","7","189.2",",7","12",",7","7",",7","0",",7","","","","","0",",7","0",",7","0",",7","31",",7","19",",7","","","","","10.6",",7,16,","","","","","14.0",",,7,20,","35.6",",7,23,+","0.0","7","  24.4",",,,7,5,1","  25.6",",,,7,5,2","0.0",",7","  28.9",",,,7,5,1","  28.9",",,,7,5,2","  18.9",",,,7,5,1","  21.1",",,,7,5,2","  22.2",",,,7,5,1","  23.3",",,,7,5,2","  21.7",",,,7,5,1","  23.1",",,,7,5,2","  26.9",",,,7,5,1","  27.3",",,,7,5,2","54.8",",,,7","","","24.44",",7","31.65",",,,7","17.23",",,,7","16.5",",7"
"USC00155097","2014-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","772.4","7","232.7",",7","12",",7","7",",7","2",",7","","","","","0",",7","0",",7","0",",7","31",",7","18",",7","","","","","13.3",",7,14,+","","","","","50.5",",,7,31,","35.6",",7,22,","0.0","7","  24.4",",,,7,5,1","  25.6",",,,7,5,2","0.0",",7","  28.3",",,,7,5,1","  28.3",",,,7,5,2","  20.0",",,,7,5,1","  21.7",",,,7,5,2","  23.9",",,,7,5,1","  24.4",",,,7,5,2","  22.4",",,,7,5,1","  23.7",",,,7,5,2","  26.4",",,,7,5,1","  26.8",",,,7,5,2","155.5",",,,7","","","25.84",",7","32.55",",,,7","19.13",",,,7","13.0",",7"
"USC00155097","2014-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","890.2","7","117.8",",7","5",",7","1",",7","0",",7","","","","","0",",7","0",",7","0",",7","29",",7","4",",7","","","","","6.7",",7,23,","","","","","7.4",",,7,01,","35.0",",7,06,","8.6","7","  23.9",",,,7,5,1","  24.4",",,,7,5,2","8.6",",7","  26.1",",,,7,5,1","  26.7",",,,7,5,2","  15.0",",,,7,5,1","  16.7",",,,7,5,2","  19.4",",,,7,5,1","  20.0",",,,7,5,2","  19.4",",,,7,5,1","  20.7",",,,7,5,2","  22.5",",,,7,5,1","  23.0",",,,7,5,2","9.8",",,,7","","","21.97",",7","28.72",",,,7","15.23",",,,7","10.7",",7"
"USC00155097","2014-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","925.7","7","35.5",",7","15",",7","10",",7","1",",7","","","","","0",",7","0",",7","0",",7","19",",7","1",",7","","","","","0.6",",7,30,","","","","","44.5",",,7,14,","32.8",",7,03,","94.9","7","  19.4",",,,7,5,1","  20.0",",,,7,5,2","86.3",",7","  22.2",",,,7,5,1","  22.2",",,,7,5,2","  11.1",",,,7,5,1","  12.8",",,,7,5,2","  14.4",",,,7,5,1","  15.0",",,,7,5,2","  14.9",",,,7,5,1","  15.9",",,,7,5,2","  17.6",",,,7,5,1","  18.1",",,,7,5,2","156.7",",,,7","","","16.69",",7","23.56",",,,7","9.83",",,,7","15.2",",7"
"USC00155097","2014-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","925.7","7","0.0",",7","9",",7","5",",7","0",",7","","","","","0",",7","13",",7","1",",7","0",",7","0",",7","","","","","-9.4",",7,18,","","","","","23.4",",,7,17,","20.6",",7,05,+","451.5","7","  12.2",",,,7,5,1","  13.3",",,,7,5,2","356.6",",7","  13.3",",,,7,5,1","  13.9",",,,7,5,2","   2.8",",,,7,5,1","   4.4",",,,7,5,2","   5.6",",,,7,5,1","   6.1",",,,7,5,2","   7.4",",,,7,5,1","   8.4",",,,7,5,2","   9.6",",,,7,5,1","  10.2",",,,7,5,2","69.2",",,,7","","","6.45",",7","12.09",",,,7","0.80",",,,7","16.5",",7"
"USC00155097","2014-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","925.7","7","0.0",",7","9",",7","4",",7","1",",7","","","","","0",",7","11",",7","0",",7","0",",7","0",",7","","","","","-6.1",",7,31,+","","","","","32.0",",,7,06,","18.9",",7,01,","850.9","7","   9.4",",,,7,5,1","  10.0",",,,7,5,2","399.4",",7","  10.6",",,,7,5,1","  11.1",",,,7,5,2","   2.8",",,,7,5,1","   4.4",",,,7,5,2","   5.6",",,,7,5,1","   6.1",",,,7,5,2","   6.4",",,,7,5,1","   7.3",",,,7,5,2","   7.9",",,,7,5,1","   8.5",",,,7,5,2","58.1",",,,7","","","5.45",",7","9.24",",,,7","1.66",",,,7","14.8",",7"
"USC00155097","2015-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","7","0.0",",7","12",",7","4",",7","0",",7","","","","","1",",7","21",",7","3",",7","0",",7","0",",7","","","","","-18.9",",7,08,","","","","","17.0",",,7,04,","16.7",",7,20,","1350.8","7","   6.7",",,,7,5,1","   7.2",",,,7,5,2","499.9",",7","   8.9",",,,7,5,1","   9.4",",,,7,5,2","   0.0",",,,7,5,1","   1.7",",,,7,5,2","   0.6",",,,7,5,1","   1.7",",,,7,5,2","   2.5",",,,7,5,1","   3.4",",,,7,5,2","   4.1",",,,7,5,1","   4.7",",,,7,5,2","52.1",",,,7","","","2.21",",7","7.56",",,,7","-3.15",",,,7","15.6",",7"
