"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00118324","2006-10","42.02556","-88.17833","249.6","STREAMWOOD, IL US","","","3.6",",0","15",",0","7",",0","1",",0","0",",0","0",",0","0",",0","13",",0","0",",0","9",",0","0",",0","1","","2","","-5.6",",0,25,","0",",T,0,24,","8",",,0,13,","29.7",",,0,03,","29.4",",0,04,","386.2","0","","","","","","","302.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.8",",,,0","8",",,,0","8.70",",0","15.98",",,,0","1.41",",,,0","",""
"USC00118324","2006-11","42.02556","-88.17833","249.6","STREAMWOOD, IL US","","","0.0",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","18",",0","0",",0","0",",0","0",",0","8","","1","","-8.9",",0,03,","0",",T,0,19,","0",",T,0,19,","42.4",",,0,30,","20.6",",0,10,","766.2","0","","","","","","","380.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.0",",,,0","0",",T,,0","5.67",",0","11.12",",,,0","0.21",",,,0","",""
"USC00118324","2006-12","42.02556","-88.17833","249.6","STREAMWOOD, IL US","","","0.0",",0","10",",0","5",",0","1",",0","11",",0","2",",0","0",",0","23",",0","4",",0","0",",0","0",",0","5","","","","-17.2",",0,08,","127",",,0,06,+","91",",,0,01,","27.9",",,0,22,","12.8",",0,23,","1331.4","0","","","","","","","565.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.5",",,,0","168",",,,0","0.10",",0","5.23",",,,0","-5.02",",,,0","",""
"USC00118324","2007-01","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","13",",0","6",",0","0",",0","15","2,0","1","1,0","0",",0","27",",0","15",",0","0",",0","0",",0","4","","","","-17.2",",0,31,","51","2,,0,28,+","33","1,,0,22,","15.2",",,0,05,","13.3",",0,01,","1982.3","0","","","","","","","650.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.7",",,,0","102","1,,,0","-2.66",",0","2.35",",,,0","-7.68",",,,0","",""
"USC00118324","2007-02","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","1,0","10",",0","6",",0","0",",0","26","2,0","8",",0","11","1,0","27","1,0","18",",0","0",",0","0",",0","1","","","","-25.0","1,0,05,","178","2,,0,19,+","155",",,0,14,","11.4",",,0,24,","11.7",",0,22,","2701.1","0","","","","","","","718.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.7",",,,0","539",",,,0","-8.49","1,0","-3.45",",,,0","-13.53","1,,,0","",""
"USC00118324","2007-03","42.02556","-88.17833","249.6","STREAMWOOD, IL US","4.4","0","4.4","1,0","13",",0","7",",0","0",",0","12",",0","3",",0","0","1,0","18","1,0","3",",0","4",",0","0",",0","4","","1","","-12.2","1,0,09,+","203",",,0,03,","135",",,0,03,","23.6",",,0,22,","28.3",",0,27,","3100.2","0","","","","","","","399.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.4",",,,0","224",",,,0","5.32","1,0","11.86",",,,0","-1.22","1,,,0","",""
"USC00118324","2007-04","42.02556","-88.17833","249.6","STREAMWOOD, IL US","9.9","0","5.5",",0","9",",0","8",",0","1",",0","2",",0","2",",0","0",",0","14",",0","0",",0","9",",0","0",",0","4","","1","","-7.2",",0,08,","51",",,0,12,","33",",,0,11,","27.4",",,0,25,","31.1",",0,30,","3416.1","0","","","","","","","315.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.7",",,,0","63",",,,0","7.99",",0","14.74",",,,0","1.24",",,,0","",""
"USC00118324","2007-05","42.02556","-88.17833","249.6","STREAMWOOD, IL US","55.4","0","45.5",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","5",",0","2","","","","1.7",",0,19,+","0",",,0,31,+","0",",,0,31,+","12.7",",,0,27,","34.4",",0,15,","3489.4","0","","","","","","","73.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.8",",,,0","0",",,,0","17.44",",0","25.97",",,,0","8.91",",,,0","",""
"USC00118324","2007-06","42.02556","-88.17833","249.6","STREAMWOOD, IL US","174.0","0","118.6",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","12",",0","1","","1","","5.6",",0,06,","0",",,0,30,+","0",",,0,30,+","26.4",",,0,05,","35.6",",0,18,","3504.4","0","","","","","","","15.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.8",",,,0","0",",,,0","21.79",",0","29.33",",,,0","14.25",",,,0","",""
"USC00118324","2007-07","42.02556","-88.17833","249.6","STREAMWOOD, IL US","307.7","0","133.7",",0","9",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","1","","","","11.1",",0,22,+","0",",,0,31,+","0",",,0,31,+","25.7",",,0,19,","36.1",",0,09,","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.2",",,,0","0",",,,0","22.65",",0","29.93",",,,0","15.37",",,,0","",""
"USC00118324","2007-08","42.02556","-88.17833","249.6","STREAMWOOD, IL US","470.2","0","162.5",",0","17",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","10","","14","","9.4",",0,31,","0",",,0,31,+","0",",,0,31,+","69.1",",,0,24,","36.1",",0,02,","1.1","0","","","","","","","1.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","299.8",",,,0","0",",,,0","23.54",",0","30.48",",,,0","16.60",",,,0","",""
"USC00118324","2007-09","42.02556","-88.17833","249.6","STREAMWOOD, IL US","527.9","0","57.7",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","2","","1","","1.1",",0,15,","0",",,0,30,+","0",",,0,30,+","15.5",",,0,26,","33.3",",0,06,+","43.8","0","","","","","","","42.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.2",",,,0","0",",,,0","18.83",",0","27.44",",,,0","10.22",",,,0","",""
"USC00118324","2007-10","42.02556","-88.17833","249.6","STREAMWOOD, IL US","549.3","0","21.4",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","1",",0","4","","","","-3.3",",0,28,","0",",,0,31,+","0",",,0,31,+","19.3",",,0,16,","32.2",",0,08,","198.3","0","","","","","","","154.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.8",",,,0","0",",,,0","14.04",",0","21.36",",,,0","6.72",",,,0","",""
"USC00118324","2007-11","42.02556","-88.17833","249.6","STREAMWOOD, IL US","549.3","0","0.0",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","0",",0","0",",0","2","","","","-10.0",",0,30,+","0",",T,0,22,","3",",,0,22,","8.6",",,0,21,","19.4",",0,13,","661.7","0","","","","","","","463.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3",",,,0","3",",,,0","2.89",",0","9.32",",,,0","-3.55",",,,0","",""
"USC00118324","2007-12","42.02556","-88.17833","249.6","STREAMWOOD, IL US","549.3","0","0.0",",0","17",",0","9",",0","0",",0","21",",0","4",",0","2",",0","31",",0","13",",0","0",",0","0",",0","13","","","","-18.9",",0,06,","152",",,0,16,+","142",",,0,05,","17.0",",,0,02,","10.0",",0,23,","1348.5","0","","","","","","","686.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.2",",,,0","410",",,,0","-3.82",",0","1.33",",,,0","-8.97",",,,0","",""
"USC00118324","2008-01","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","12",",0","6",",0","0",",0","16",",0","3",",0","12",",0","27",",0","14",",0","0",",0","0",",0","3","","","","-23.3",",0,25,+","178",",,0,02,+","132",",,0,01,","9.7",",,0,01,","18.3",",0,08,","2091.4","0","","","","","","","742.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.1",",,,0","252",",,,0","-5.63",",0","0.62",",,,0","-11.88",",,,0","",""
"USC00118324","2008-02","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","3,0","13","3,0","8","3,0","0","3,0","26","3,0","5","2,0","7","3,0","26","3,0","14","3,0","0","3,0","0","3,0","6","","","","-22.2","3,0,11,+","229","3,,0,29,","127","2,,0,26,","17.0","3,,0,17,","8.3","3,0,18,","2747.3","0","","","","","","","655.9","3,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.6","3,,,0","451","2,,,0","-6.89","3,0","-0.97","3,,,0","-12.82","3,,,0","",""
"USC00118324","2008-03","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","2,0","11","1,0","5","1,0","0","1,0","5","1,0","1","1,0","0","2,0","28","2,0","2","1,0","0","1,0","0","1,0","8","","1","","-13.3","2,0,08,","178","1,,0,02,+","81","1,,0,22,","9.1","1,,0,22,","16.1","1,0,15,","3277.5","0","","","","","","","530.2","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0","1,,,0","104","1,,,0","0.14","2,0","6.31","1,,,0","-6.02","2,,,0","",""
"USC00118324","2008-04","42.02556","-88.17833","249.6","STREAMWOOD, IL US","2.2","0","2.2","1,0","12","1,0","9","1,0","0","1,0","0",",0","0",",0","0","1,0","10","1,0","0","1,0","8","1,0","0","1,0","11","","4","","-7.2","1,0,14,","0",",T,0,13,","0",",T,0,13,","24.4","1,,0,09,","27.8","1,0,26,","3546.7","0","","","","","","","269.2","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.4","1,,,0","0",",T,,0","9.13","1,0","16.52","1,,,0","1.73","1,,,0","",""
"USC00118324","2008-05","42.02556","-88.17833","249.6","STREAMWOOD, IL US","6.4","0","4.2",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","1","","5","","0.0",",0,19,+","0",",,0,31,+","0",",,0,31,+","24.6",",,0,08,","30.6",",0,07,","3724.7","0","","","","","","","178.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.9",",,,0","0",",,,0","12.73",",0","21.13",",,,0","4.32",",,,0","",""
"USC00118324","2008-06","42.02556","-88.17833","249.6","STREAMWOOD, IL US","94.9","0","88.5","1,0","13",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","4","1,0","1","","9","","8.3","1,0,01,","0",",,0,30,+","0",",,0,30,+","36.8",",,0,09,","33.9","1,0,13,","3730.0","0","","","","","","","5.3","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.6",",,,0","0",",,,0","21.20","1,0","29.04","1,,,0","13.37","1,,,0","",""
"USC00118324","2008-07","42.02556","-88.17833","249.6","STREAMWOOD, IL US","222.7","0","127.8",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","2","","6","","7.8",",0,05,","0",",,0,31,+","0",",,0,31,+","37.8",",,0,19,","34.4",",0,16,","3.1","0","","","","","","","3.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.9",",,,0","0",",,,0","22.36",",0","30.34",",,,0","14.38",",,,0","",""
"USC00118324","2008-08","42.02556","-88.17833","249.6","STREAMWOOD, IL US","311.6","0","88.9","1,0","7",",0","3",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","3","1,0","3","","3","","8.9","1,0,30,","0",",,0,31,+","0",",,0,31,+","43.7",",,0,05,","32.2","1,0,31,+","3.6","0","","","","","","","0.5","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.6",",,,0","0",",,,0","21.28","1,0","29.30","1,,,0","13.26","1,,,0","",""
"USC00118324","2008-09","42.02556","-88.17833","249.6","STREAMWOOD, IL US","327.3","0","15.7","3,0","8",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","21","3,0","0","3,0","13","","3","","3.3",",0,10,","0",",,0,30,+","0",",,0,30,+","97.0",",,0,13,","30.0","3,0,24,+","56.1","0","","","","","","","52.5","3,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","336.8",",,,0","0",",,,0","17.20","3,0","24.43","3,,,0","9.96",",,,0","",""
"USC00118324","2008-10","42.02556","-88.17833","249.6","STREAMWOOD, IL US","329.8","0","2.5","3,0","8",",0","5",",0","0",",0","0",",0","0",",0","0","3,0","7","3,0","0","3,0","6","3,0","0","3,0","1","","2","","-5.0","3,0,28,","0",",T,0,28,","0",",T,0,28,","22.1",",,0,08,","30.6","3,0,13,","292.8","0","","","","","","","236.7","3,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.9",",,,0","0",",T,,0","9.97","3,0","17.30","3,,,0","2.64","3,,,0","",""
"USC00118324","2008-11","42.02556","-88.17833","249.6","STREAMWOOD, IL US","329.8","0","0.0",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","21",",0","2",",0","5",",0","0",",0","2","","","","-12.8",",0,22,","0",",T,0,24,+","10",",,0,17,","12.2",",,0,12,","24.4",",0,04,","757.1","0","","","","","","","464.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.2",",,,0","26",",,,0","2.86",",0","9.17",",,,0","-3.45",",,,0","",""
"USC00118324","2008-12","42.02556","-88.17833","249.6","STREAMWOOD, IL US","329.8","0","0.0","2,0","17","2,0","12","2,0","0","2,0","23","2,0","9","1,0","11","2,0","29","2,0","13","2,0","0","2,0","0","2,0","10","","","","-25.0","2,0,21,","178","2,,0,26,+","112","1,,0,24,","24.1","2,,0,28,","15.6","2,0,28,","1488.1","0","","","","","","","731.0","2,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134.4",",a,,0","642","1,,,0","-6.87","2,0","0.33","2,,,0","-14.08","2,,,0","",""
"USC00118324","2009-01","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","11",",0","6",",0","0",",0","25",",0","7",",0","9",",0","31",",0","28",",0","0",",0","0",",0","12","","","","-31.1",",0,16,","203",",,0,28,+","102",",,0,10,","8.9",",,0,10,","3.9",",0,23,","2381.6","0","","","","","","","893.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8",",,,0","394",",,,0","-10.49",",0","-4.49",",,,0","-16.49",",,,0","",""
"USC00118324","2009-02","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","9",",0","5",",0","1",",0","12",",0","3",",0","4",",0","27",",0","9",",0","0",",0","0",",0","7","","1","","-21.1",",0,05,+","178",",,0,06,+","58",",,0,21,","31.2",",,0,27,","17.8",",0,11,","2999.8","0","","","","","","","618.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.4",",,,0","152",",,,0","-3.74",",0","3.60",",,,0","-11.09",",,,0","",""
"USC00118324","2009-03","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","11",",0","5",",0","1",",0","2",",0","2",",0","0",",0","23",",0","3",",0","2",",0","0",",0","3","","3","","-14.4",",0,02,","51",",,0,29,","38",",,0,29,","33.8",",,0,08,","25.6",",0,18,","3481.9","0","","","","","","","482.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.4",",,,0","71",",,,0","2.78",",0","10.41",",,,0","-4.85",",,,0","",""
"USC00118324","2009-04","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.6","0","0.6",",0","15",",0","11",",0","1",",0","1",",0","1",",0","0",",0","21",",0","0",",0","7",",0","0",",0","6","","3","","-5.6",",0,12,+","25",",,0,06,","30",",,0,06,","26.2",",,0,27,","30.0",",0,25,","3812.8","0","","","","","","","330.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113.5",",,,0","30",",,,0","7.32",",0","15.16",",,,0","-0.52",",,,0","",""
"USC00118324","2009-05","42.02556","-88.17833","249.6","STREAMWOOD, IL US","10.6","0","10.0",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","20",",0","1",",0","4","","5","","-1.1",",0,17,","0",",,0,31,+","0",",,0,31,+","27.7",",,0,27,","32.8",",0,22,","3934.5","0","","","","","","","121.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.6",",,,0","0",",,,0","14.73",",0","23.15",",,,0","6.31",",,,0","",""
"USC00118324","2009-06","42.02556","-88.17833","249.6","STREAMWOOD, IL US","84.0","0","73.4",",0","15",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","7",",0","7","","6","","1.7",",0,04,","0",",,0,30,+","0",",,0,30,+","51.6",",,0,20,","37.2",",0,24,","3974.5","0","","","","","","","40.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183.6",",,,0","0",",,,0","19.44",",0","27.68",",,,0","11.21",",,,0","",""
"USC00118324","2009-07","42.02556","-88.17833","249.6","STREAMWOOD, IL US","130.7","0","46.7",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","3","","3","","7.8",",0,20,+","0",",,0,31,+","0",",,0,31,+","9.4",",,0,23,","31.1",",0,16,","21.1","0","","","","","","","21.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.7",",,,0","0",",,,0","19.16",",0","26.87",",,,0","11.45",",,,0","",""
"USC00118324","2009-08","42.02556","-88.17833","249.6","STREAMWOOD, IL US","206.8","0","76.1","2,0","11",",0","6",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","28",",0","6",",0","5","","5","","3.3","2,0,31,","0",",,0,31,+","0",",,0,31,+","45.0",",,0,27,","33.9",",0,15,+","43.9","0","","","","","","","22.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138.3",",,,0","0",",,,0","20.13","2,0","28.06",",,,0","12.20","2,,,0","",""
"USC00118324","2009-09","42.02556","-88.17833","249.6","STREAMWOOD, IL US","220.0","0","13.2","1,0","7",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","28","1,0","0","1,0","15","","2","","2.8","1,0,01,","0",",,0,30,+","0",",,0,30,+","17.8",",,0,21,","31.1","1,0,15,","94.7","0","","","","","","","50.8","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.4",",,,0","0",",,,0","17.04","1,0","25.63","1,,,0","8.44","1,,,0","",""
"USC00118324","2009-10","42.02556","-88.17833","249.6","STREAMWOOD, IL US","220.0","0","0.0",",0","22",",0","12",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0",",0","1",",0","0",",0","3","","2","","-6.7",",0,18,+","0",",,0,31,+","0",",,0,31,+","37.3",",,0,23,","22.2",",0,22,","423.7","0","","","","","","","329.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144.3",",,,0","0",",,,0","7.72",",0","13.99",",,,0","1.45",",,,0","",""
"USC00118324","2009-11","42.02556","-88.17833","249.6","STREAMWOOD, IL US","220.0","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","2",",0","0",",0","6","","1","","-10.6",",0,30,","0",",T,0,26,","5",",,0,26,","16.0",",,0,25,","23.9",",0,08,","807.8","0","","","","","","","384.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.6",",,,0","5",",,,0","5.53",",0","12.79",",,,0","-1.73",",,,0","",""
"USC00118324","2009-12","42.02556","-88.17833","249.6","STREAMWOOD, IL US","220.0","0","0.0",",0","17",",0","9",",0","0",",0","25",",0","10",",0","2",",0","30",",0","12",",0","0",",0","0",",0","14","","","","-18.9",",0,10,","254",",,0,27,","185",",,0,27,","22.9",",,0,25,","13.9",",0,02,","1481.2","0","","","","","","","673.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.2",",,,0","658",",,,0","-3.39",",0","1.26",",,,0","-8.04",",,,0","",""
"USC00118324","2010-01","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","7",",0","3",",0","0",",0","27",",0","2",",0","7",",0","30",",0","19",",0","0",",0","0",",0","10","","","","-20.6",",0,04,+","279",",,0,10,+","140",",,0,08,","11.7",",,0,24,","7.2",",0,25,","2251.0","0","","","","","","","769.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.0",",,,0","219",",,,0","-6.50",",0","-1.84",",,,0","-11.16",",,,0","",""
"USC00118324","2010-02","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","10",",0","3",",0","0",",0","27",",0","5",",0","0",",0","28",",0","7",",0","0",",0","0",",0","13","","","","-16.1",",0,11,","203",",,0,10,","163",",,0,10,","6.1",",,0,22,","8.9",",0,20,","2859.6","0","","","","","","","608.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6",",,,0","423",",,,0","-3.40",",0","1.63",",,,0","-8.43",",,,0","",""
"USC00118324","2010-03","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","9",",0","4",",0","0",",0","9",",0","0",",0","0",",0","22",",0","0",",0","0",",0","0",",0","5","","1","","-10.0",",0,06,+","76",",,0,04,+","23",",,0,21,","13.2",",,0,12,","18.9",",0,31,","3299.2","0","","","","","","","439.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.8",",,,0","38",",,,0","4.15",",0","10.55",",,,0","-2.24",",,,0","",""
"USC00118324","2010-04","42.02556","-88.17833","249.6","STREAMWOOD, IL US","7.8","0","7.8",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14",",0","0",",0","5","","4","","-5.6",",0,09,","0",",,0,30,+","0",",,0,30,+","20.6",",,0,05,","30.0",",0,16,","3475.5","0","","","","","","","176.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.4",",,,0","0",",,,0","12.72",",0","20.61",",,,0","4.82",",,,0","",""
"USC00118324","2010-05","42.02556","-88.17833","249.6","STREAMWOOD, IL US","67.8","0","60.0",",0","14",",0","9",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","5",",0","2","","4","","0.0",",0,09,","0",",,0,31,+","0",",,0,31,+","68.6",",,0,13,","36.1",",0,25,","3581.8","0","","","","","","","106.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183.1",",,,0","0",",,,0","16.84",",0","23.54",",,,0","10.15",",,,0","",""
"USC00118324","2010-06","42.02556","-88.17833","249.6","STREAMWOOD, IL US","183.0","0","115.2",",0","19",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","4","","8","","10.6",",0,07,","0",",,0,30,+","0",",,0,30,+","24.9",",,0,19,","34.4",",0,19,","3586.0","0","","","","","","","4.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142.3",",,,0","0",",,,0","22.04",",0","28.28",",,,0","15.79",",,,0","",""
"USC00118324","2010-07","42.02556","-88.17833","249.6","STREAMWOOD, IL US","402.2","0","219.2",",0","8",",0","6",",0","2",",0","0","2,0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","1","","6","","11.1",",0,01,","0","2,,0,31,+","0",",,0,31,+","116.6",",,0,24,","35.6",",0,19,+","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175.6",",,,0","0",",,,0","25.40",",0","32.19",",,,0","18.62",",,,0","",""
"USC00118324","2010-08","42.02556","-88.17833","249.6","STREAMWOOD, IL US","587.7","0","185.5",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","1","","6","","11.1",",0,26,","0",",,0,31,+","0",",,0,31,+","19.3",",,0,09,","35.0",",0,30,+","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.9",",,,0","0",",,,0","24.32",",0","31.16",",,,0","17.47",",,,0","",""
"USC00118324","2010-09","42.02556","-88.17833","249.6","STREAMWOOD, IL US","632.8","0","45.1",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","3","","4","","6.1",",0,27,","0",",,0,30,+","0",",,0,30,+","38.1",",,0,03,","34.4",",0,01,","47.0","0","","","","","","","47.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.8",",,,0","0",",,,0","18.27",",0","25.45",",,,0","11.08",",,,0","",""
"USC00118324","2010-10","42.02556","-88.17833","249.6","STREAMWOOD, IL US","639.7","0","6.9",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14",",0","1",",0","","","3","","-3.9",",0,29,","0",",,0,31,+","0",",,0,31,+","7.4",",,0,02,","32.8",",0,10,","238.0","0","","","","","","","191.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4",",,,0","0",",,,0","12.40",",0","21.08",",,,0","3.71",",,,0","",""
"USC00118324","2010-11","42.02556","-88.17833","249.6","STREAMWOOD, IL US","639.7","0","0.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","4",",0","0",",0","4","","1","","-9.4",",0,27,+","0",",,0,30,+","0",",,0,30,+","16.5",",,0,23,","22.2",",0,10,","636.4","0","","","","","","","398.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.0",",,,0","0",",,,0","5.05",",0","11.89",",,,0","-1.79",",,,0","",""
