"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00368361","2009-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","5.6","0","5.6",",0","16",",0","12",",0","0",",0","2",",0","2",",0","0",",0","14",",0","1",",0","6",",0","0",",0","2","","1","","-5.6",",0,13,","102",",,0,08,","76",",,0,07,","16.0",",,0,04,","30.0",",0,27,","3717.5","0","","","","","312.2",",0","","","","","","","","","","","","","","","","","","","","","96.9",",,,0","101",",,,0","8.11",",0","15.06",",,,0","1.16",",,,0","","","",""
"USC00368361","2009-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","10.9","0","5.3",",0","14",",0","7",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","15",",0","0",",0","7","","2","","-2.8",",0,18,","0",",,0,31,+","0",",,0,31,+","18.0",",,0,29,","28.3",",0,22,","3868.4","0","","","","","150.9",",0","","","","","","","","","","","","","","","","","","","","","66.3",",,,0","0",",,,0","13.64",",0","20.65",",,,0","6.62",",,,0","","","",""
"USC00368361","2009-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","26.0","0","15.1",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","16","","3","","1.7",",0,04,","0",",,0,30,+","0",",,0,30,+","17.5",",,0,20,","31.7",",0,26,","3931.0","0","","","","","62.6",",0","","","","","","","","","","","","","","","","","","","","","70.0",",,,0","0",",,,0","16.75",",0","23.58",",,,0","9.92",",,,0","","","",""
"USC00368361","2009-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","55.5","0","29.5",",0","18",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","14","","7","","7.2",",0,14,","0",",,0,31,+","0",",,0,31,+","40.9",",,0,01,","28.3",",0,29,","31.2","0","","","","","31.2",",0","","","","","","","","","","","","","","","","","","","","","170.1",",,,0","0",",,,0","18.28",",0","24.01",",,,0","12.55",",,,0","","","",""
"USC00368361","2009-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","129.7","0","74.2",",0","15",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","13","","5","","6.1",",0,31,","0",",,0,31,+","0",",,0,31,+","49.3",",,0,19,","31.7",",0,10,","50.4","0","","","","","19.2",",0","","","","","","","","","","","","","","","","","","","","","102.2",",,,0","0",",,,0","20.11",",0","25.79",",,,0","14.43",",,,0","","","",""
"USC00368361","2009-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","142.2","0","12.5",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","14","","2","","3.3",",0,20,+","0",",,0,30,+","0",",,0,30,+","49.0",",,0,30,","26.1",",0,07,","133.3","0","","","","","82.9",",0","","","","","","","","","","","","","","","","","","","","","92.7",",,,0","0",",,,0","15.99",",0","22.47",",,,0","9.51",",,,0","","","",""
"USC00368361","2009-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","142.2","0","0.0",",0","16",",0","11",",0","0",",0","1",",0","1",",0","0",",0","8",",0","0",",0","1",",0","0",",0","2","","1","","-3.9",",0,19,+","25",",,0,16,","25",",,0,16,","19.3",",,0,03,","21.7",",0,22,","437.6","0","","","","","304.3",",0","","","","","","","","","","","","","","","","","","","","","101.2",",,,0","25",",,,0","8.52",",0","13.31",",,,0","3.73",",,,0","","","",""
"USC00368361","2009-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","142.2","0","0.0",",0","13",",0","8",",0","0",",0","0",",0","0","2,0","0",",0","9",",0","0",",0","0",",0","0",",0","3","","","","-5.0",",0,13,+","0",",T,0,28,","0","2,T,0,28,","11.9",",,0,01,","20.6",",0,09,","775.4","0","","","","","337.8",",0","","","","","","","","","","","","","","","","","","","","","50.6",",,,0","0","2,T,,0","7.07",",0","11.97",",,,0","2.18",",,,0","","","",""
"USC00368361","2009-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","142.2","0","0.0",",0","22",",0","14",",0","0",",0","22","2,0","9",",0","0",",0","27",",0","13",",0","0",",0","0",",0","3","","1","","-15.6",",0,23,","279","2,,0,30,","185",",,0,30,","18.0",",,0,26,","12.2",",0,10,","1421.8","0","","","","","646.4",",0","","","","","","","","","","","","","","","","","","","","","106.1",",,,0","912",",,,0","-2.52",",0","1.28",",,,0","-6.32",",,,0","","","",""
"USC00368361","2010-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0","1,0","20",",0","9",",0","1",",0","31",",0","11",",0","2","1,0","29","1,0","20",",0","0",",0","0",",0","10","","","","-25.0","1,0,10,","660",",,0,09,+","318",",,0,04,","27.7",",,0,25,","7.2",",0,26,+","2117.6","0","","","","","695.8",",0","","","","","","","","","","","","","","","","","","","","","86.0",",,,0","1264",",,,0","-4.94","1,0","-1.75",",,,0","-8.13","1,,,0","","","",""
"USC00368361","2010-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","17",",0","8",",0","0",",0","28",",0","11",",0","2",",0","28",",0","21",",0","0",",0","0",",0","2","","","","-21.1",",0,01,","660",",,0,28,","201",",,0,26,","14.7",",,0,28,","5.6",",0,22,","2797.3","0","","","","","679.7",",0","","","","","","","","","","","","","","","","","","","","","78.6",",,,0","1066",",,,0","-5.94",",0","-1.46",",,,0","-10.42",",,,0","","","",""
"USC00368361","2010-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","12",",0","5",",0","0",",0","13",",0","0",",0","0",",0","24",",0","3",",0","0",",0","0",",0","7","","","","-15.0",",0,06,","457",",,0,05,+","13",",,0,26,","13.7",",,0,23,+","18.3",",0,20,+","3294.5","0","","","","","497.2",",0","","","","","","","","","","","","","","","","","","","","","51.5",",,,0","16",",,,0","2.30",",0","8.19",",,,0","-3.60",",,,0","","","",""
"USC00368361","2010-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","2.5","0","2.5",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","8",",0","0",",0","3","","2","","-3.3",",0,24,+","0",",,0,30,+","0",",T,0,18,+","18.3",",,0,26,","28.3",",0,03,","3550.1","0","","","","","255.6",",0","","","","","","","","","","","","","","","","","","","","","68.9",",,,0","0",",T,,0","9.90",",0","17.53",",,,0","2.26",",,,0","","","",""
"USC00368361","2010-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","20.3","0","17.8",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","17",",0","0",",0","10","","3","","-3.3",",0,11,+","0",",T,0,09,","0",",T,0,09,","29.2",",,0,12,","28.9",",0,31,+","3686.7","0","","","","","136.6",",0","","","","","","","","","","","","","","","","","","","","","92.2",",,,0","0",",T,,0","14.50",",0","20.73",",,,0","8.27",",,,0","","","",""
"USC00368361","2010-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","75.6","0","55.3","1,0","17",",0","9",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","27",",0","0",",0","10","","4","","6.7","1,0,30,+","0",",,0,30,+","0",",,0,30,+","78.7",",,0,01,","30.6",",0,24,","3704.9","0","","","","","18.2",",0","","","","","","","","","","","","","","","","","","","","","190.5",",,,0","0",",,,0","19.51","1,0","25.53",",,,0","13.49","1,,,0","","","",""
"USC00368361","2010-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","197.6","0","122.0",",0","13",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","20","","8","","6.1",",0,02,","0",",,0,31,+","0",",,0,31,+","35.8",",,0,10,","33.3",",0,09,+","12.5","0","","","","","12.5",",0","","","","","","","","","","","","","","","","","","","","","167.7",",,,0","0",",,,0","21.87",",0","28.51",",,,0","15.22",",,,0","","","",""
"USC00368361","2010-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","288.6","0","91.0",",0","14",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","19","","2","","6.7",",0,28,+","0",",,0,31,+","0",",,0,31,+","31.8",",,0,22,","31.1",",0,31,","21.1","0","","","","","8.6",",0","","","","","","","","","","","","","","","","","","","","","88.6",",,,0","0",",,,0","20.99",",0","27.09",",,,0","14.90",",,,0","","","",""
"USC00368361","2010-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","319.9","0","31.3",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","13","","2","","5.6",",0,21,+","0",",,0,30,+","0",",,0,30,+","27.2",",,0,04,","31.7",",0,03,+","107.9","0","","","","","86.8",",0","","","","","","","","","","","","","","","","","","","","","87.8",",,,0","0",",,,0","16.48",",0","22.42",",,,0","10.55",",,,0","","","",""
"USC00368361","2010-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","319.9","0","0.0",",0","18",",0","9",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","6",",0","0",",0","1","","2","","-0.6",",0,15,+","0",",,0,31,+","0",",,0,31,+","28.4",",,0,03,","24.4",",0,12,","351.0","0","","","","","243.1",",0","","","","","","","","","","","","","","","","","","","","","113.9",",,,0","0",",,,0","10.49",",0","16.24",",,,0","4.74",",,,0","","","",""
"USC00368361","2010-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","319.9","0","0.0",",0","15",",0","9",",0","1",",0","3",",0","1",",0","0",",0","25",",0","0",",0","0",",0","0",",0","5","","1","","-5.6",",0,03,+","25",",,0,28,+","25",",,0,27,","26.2",",,0,26,","19.4",",0,14,","775.2","0","","","","","424.2",",0","","","","","","","","","","","","","","","","","","","","","125.9",",,,0","38",",,,0","4.19",",0","9.74",",,,0","-1.36",",,,0","","","",""
"USC00368361","2010-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","319.9","0","0.0",",0","21",",0","8",",0","1",",0","31",",0","12",",0","0",",0","31",",0","26",",0","0",",0","0",",0","","","","","-15.0",",0,19,","381",",,0,08,+","191",",,0,06,","36.1",",,0,01,","12.2",",0,01,","1482.3","0","","","","","707.1",",0","","","","","","","","","","","","","","","","","","","","","92.8",",,,0","797",",,,0","-4.48",",0","-1.87",",,,0","-7.09",",,,0","","","",""
"USC00368361","2011-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.1","1,7","0.0","K","0.0",",K","23",",K","10",",K","0",",K","27",",K","15",",K","5",",K","30",",K","25",",K","0",",K","0",",K","2","","","","-27.8",",K,24,","457",",,K,16,+","203",",,K,09,","11.4",",,K,02,","12.8",",K,02,","2256.9","K","   2.8",",,,7,3,2","   2.8",",,,7,5,2","774.6",",K","   5.6",",,,7,3,2","   5.6",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   0.7",",,,7,3,2","   0.7",",,,7,5,2","   1.0",",,,7,3,2","   1.0",",,,7,5,2","70.9",",,,K","1379",",,,K","-6.65",",K","-2.55",",,,K","-10.75",",,,K","300","1,7","14.3","1,7"
"USC00368361","2011-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","3.2",",7","0.0","K","0.0","1,K","16",",K","9",",K","1",",K","24","2,K","8","1,K","6","1,K","25","1,K","11",",K","0",",K","0",",K","4","","2","","-22.2","1,K,01,","483","2,,K,13,","203","1,,K,21,","45.7",",,K,28,","13.9",",K,19,","2872.6","K","","","","","615.7",",K","","","","","","","","","","","","","","","","","","","","","116.9",",,,K","738","1,,,K","-4.44","1,K","1.41",",,,K","-10.29","1,,,K","270",",7","17.9",",7"
"USC00368361","2011-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.3","5,7","0.0","K","0.0","2,K","15",",K","9",",K","2",",K","14",",K","4",",K","0","1,K","24","1,K","7","1,K","0","1,K","0","1,K","5","","2","","-12.2","1,K,03,","229",",,K,12,","168",",,K,11,","30.0",",,K,11,","16.7","1,K,18,","3411.8","K","   6.7",",,,7,3,2","   6.1",",,,7,5,2","539.2","1,K","  10.0",",,,7,3,2","   9.4",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   1.3",",,,7,3,2","   1.3",",,,7,5,2","   3.3",",,,7,3,2","   2.9",",,,7,5,2","135.9",",,,K","429",",,,K","-0.25","2,K","4.43","1,,,K","-4.93","1,,,K","140","4,7","16.1","4,7"
"USC00368361","2011-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.3","1,7","4.5","K","4.5","1,K","24",",K","14",",K","3",",K","1",",K","0",",K","0","1,K","11","1,K","0",",K","4",",K","0",",K","10","","2","","-3.9","1,K,02,","25",",,K,01,","18",",,K,02,","41.9",",,K,23,","26.7",",K,28,","3720.6","K","  12.8",",,,7,3,2","  12.8",",,,7,5,2","308.8",",K","  15.6",",,,7,3,2","  15.6",",,,7,5,2","   1.7",",,,7,3,2","   1.7",",,,7,5,2","   2.8",",,,7,3,2","   2.2",",,,7,5,2","   6.6",",,,7,3,2","   6.8",",,,7,5,2","   9.7",",,,7,3,2","   9.4",",,,7,5,2","214.5",",,,K","23",",,,K","7.82","1,K","13.23",",,,K","2.41","1,,,K","120","1,7","22.4","1,7"
"USC00368361","2011-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","26.2","K","21.7",",K","20",",K","14",",K","1",",K","0",",K","0",",K","0",",K","2",",K","0",",K","15",",K","0",",K","11","","3","","-0.6",",K,05,+","0",",,K,31,+","0",",,K,31,+","34.8",",,K,26,","30.6",",K,31,","3867.0","K","  19.4",",,,7,3,2","  20.0",",,,7,5,2","146.4",",K","  25.0",",,,7,3,2","  24.4",",,,7,5,2","   7.8",",,,7,3,2","   8.9",",,,7,5,2","  11.1",",,,7,3,2","  11.1",",,,7,5,2","  13.6",",,,7,3,2","  14.1",",,,7,5,2","  17.7",",,,7,3,2","  17.0",",,,7,5,2","148.4",",,,K","0",",,,K","14.31",",K","20.05",",,,K","8.57",",,,K","","","",""
"USC00368361","2011-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.6","5,7","79.3","K","53.1",",K","11",",K","7",",K","0",",K","0",",K","0",",K","0",",K","0",",K","0",",K","24",",K","2",",K","9","","5","","3.3",",K,03,","0",",,K,30,+","0",",,K,30,+","20.8",",,K,22,","32.8",",K,09,","3907.1","K","  22.2","1,,,7,3,2","  22.2",",,,7,5,2","40.1",",K","  26.7","1,,,7,3,2","  26.1",",,,7,5,2","  16.1","1,,,7,3,2","  16.1",",,,7,5,2","  20.0","1,,,7,3,2","  20.6",",,,7,5,2","  19.1","1,,,7,3,2","  19.5",",,,7,5,2","  23.3","1,,,7,3,2","  23.1",",,,7,5,2","68.1",",,,K","0",",,,K","18.77",",K","24.86",",,,K","12.68",",,,K","","","",""
"USC00368361","2011-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","209.7","K","130.4",",K","13",",K","6",",K","0",",K","0","1,K","0",",K","0",",K","0",",K","0",",K","31",",K","5",",K","11","","7","","8.9",",K,01,","0","1,,K,31,+","0",",,K,31,+","16.5",",,K,24,","36.7",",K,22,","2.5","K","  25.0",",,,7,3,2","  25.6",",,,7,5,2","2.5",",K","  30.0",",,,7,3,2","  29.4",",,,7,5,2","  17.2",",,,7,3,2","  17.2",",,,7,5,2","  22.8",",,,7,3,2","  23.3",",,,7,5,2","  22.1",",,,7,3,2","  22.3",",,,7,5,2","  26.2",",,,7,3,2","  26.6",",,,7,5,2","63.0",",,,K","0",",,,K","22.46",",K","29.40",",,,K","15.52",",,,K","","","",""
"USC00368361","2011-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.8",",7","279.6","K","69.9",",K","15",",K","11",",K","2",",K","0",",K","0",",K","0",",K","0",",K","0",",K","31",",K","0",",K","15","","7","","8.3",",K,29,","0",",,K,31,+","0",",,K,31,+","34.0",",,K,25,","31.1",",K,03,+","17.5","K","  23.9",",,,7,3,2","  24.4",",,,7,5,2","15.0",",K","  27.2",",,,7,3,2","  27.2",",,,7,5,2","  18.3",",,,7,3,2","  18.9",",,,7,5,2","  21.7",",,,7,3,2","  22.2",",,,7,5,2","  21.0",",,,7,3,2","  21.2",",,,7,5,2","  24.5",",,,7,3,2","  24.7",",,,7,5,2","175.6",",,,K","0",",,,K","20.10",",K","26.27",",,,K","13.94",",,,K","200",",7","12.5",",7"
"USC00368361","2011-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.6",",7","314.6","K","35.0",",K","19",",K","13",",K","2",",K","0",",K","0",",K","0",",K","0",",K","0",",K","18",",K","1",",K","13","","8","","5.0",",K,18,","0",",,K,30,+","0",",,K,30,+","47.0",",,K,27,","32.8",",K,04,","78.5","K","  22.8",",,,7,3,2","  22.8",",,,7,5,2","61.0",",K","  26.7",",,,7,3,2","  26.1",",,,7,5,2","  15.6",",,,7,3,2","  16.1",",,,7,5,2","  17.2",",,,7,3,2","  17.2",",,,7,5,2","  18.8",",,,7,3,2","  18.9",",,,7,5,2","  20.8",",,,7,3,2","  20.8",",,,7,5,2","172.3",",,,K","0",",,,K","17.47",",K","22.29",",,,K","12.65",",,,K","260","1,7","11.6","1,7"
"USC00368361","2011-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.7",",7","314.6","K","0.0",",K","18",",K","14",",K","1",",K","0",",K","0",",K","0",",K","4",",K","0",",K","7",",K","0",",K","8","","4","","-2.8",",K,30,","0",",,K,31,+","0",",,K,31,+","28.2",",,K,16,","26.1",",K,10,","325.9","K","  16.1",",,,7,3,2","  16.7",",,,7,5,2","247.4",",K","  20.0",",,,7,3,2","  19.4",",,,7,5,2","   6.1",",,,7,3,2","   7.2",",,,7,5,2","   7.8",",,,7,3,2","   7.8",",,,7,5,2","  12.0",",,,7,3,2","  12.5",",,,7,5,2","  13.7",",,,7,3,2","  13.9",",,,7,5,2","163.3",",,,K","0",",,,K","10.35",",K","15.02",",,,K","5.68",",,,K","270",",7","15.6",",7"
"USC00368361","2011-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.1",",7","314.6","K","0.0","1,K","12",",K","7",",K","2",",K","3",",K","1",",K","0","1,K","10","1,K","0",",K","0",",K","0",",K","4","","1","","-5.0","1,K,06,","102",",,K,11,","102",",,K,11,","36.1",",,K,15,","19.4",",K,09,","641.6","K","  10.0","1,,,7,3,2","  10.6","1,,,7,5,2","315.7",",K","  12.2","1,,,7,3,2","  11.1","1,,,7,5,2","   3.9","1,,,7,3,2","   4.4","1,,,7,5,2","   5.6","1,,,7,3,2","   6.7","1,,,7,5,2","   6.1","1,,,7,3,2","   6.9","1,,,7,5,2","   8.4","1,,,7,3,2","   8.7","1,,,7,5,2","123.8",",,,K","120",",,,K","7.38","1,K","12.20",",,,K","2.56","1,,,K","200",",7","17.0",",7"
"USC00368361","2011-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.1","1,7","314.6","K","0.0",",K","22",",K","10",",K","1",",K","9",",K","2",",K","0",",K","22",",K","3",",K","0",",K","0",",K","10","","","","-10.6",",K,29,","51",",,K,29,+","38",",,K,28,","31.5",",,K,06,","14.4",",K,05,","1161.3","K","   6.1",",,,7,3,2","   6.1",",,,7,5,2","519.7",",K","   7.2",",,,7,3,2","   7.2",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   1.1",",,,7,3,2","   1.1",",,,7,5,2","   2.3",",,,7,3,2","   2.5",",,,7,5,2","   3.7",",,,7,3,2","   3.9",",,,7,5,2","131.7",",,,K","124",",,,K","1.57",",K","4.94",",,,K","-1.81",",,,K","260","1,7","16.1","1,7"
"USC00368361","2012-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.9",",7","0.0","7","0.0",",K","19",",K","14",",K","0",",K","24",",K","12",",K","2",",K","28",",K","11",",K","0",",K","0",",K","9","","1","","-21.7",",K,15,","381",",,K,03,","249",",,K,02,","23.1",",,K,27,","12.8",",K,18,","1789.5","7","   3.3",",,,7,3,2","   3.3",",,,7,5,2","628.2",",K","   4.4",",,,7,3,2","   4.4",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.0",",,,7,3,2","   0.6",",,,7,5,2","   0.8",",,,7,3,2","   1.1",",,,7,5,2","   1.5",",,,7,3,2","   1.7",",,,7,5,2","133.9",",,,K","1180",",,,K","-1.93",",K","2.17",",,,K","-6.03",",,,K","19",",7","107.3",",7"
"USC00368361","2012-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.9",",7","0.0","7","0.0",",K","16",",K","10",",K","0",",K","9","2,K","5","1,K","0",",K","26",",K","6",",K","0",",K","0",",K","9","","1","","-12.2",",K,13,","254","2,,K,12,","152","1,,K,12,","8.9",",,K,24,","12.8",",K,01,","2314.0","7","   3.3",",,,7,3,2","   3.3",",,,7,5,2","524.5",",K","   5.0",",,,7,3,2","   5.0",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.7",",,,7,3,2","   0.8",",,,7,5,2","   1.9",",,,7,3,2","   1.9",",,,7,5,2","54.3",",,,K","349","1,,,K","0.25",",K","3.90",",,,K","-3.41",",,,K","270",",7","23.7",",7"
"USC00368361","2012-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.9",",7","1.7","7","1.7",",K","16",",K","12",",K","0",",K","3",",K","2",",K","0",",K","12",",K","2",",K","10",",K","0",",K","8","","1","","-8.9",",K,05,","76",",,K,04,","76",",,K,04,","16.5",",,K,09,","27.2",",K,24,","2621.4","7","  13.3",",,,7,3,2","  13.9",",,,7,5,2","307.4",",K","  18.3",",,,7,3,2","  17.8",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   1.1",",,,7,3,2","   1.7",",,,7,5,2","   6.4",",,,7,3,2","   6.7",",,,7,5,2","   9.9",",,,7,3,2","   9.5",",,,7,5,2","104.0",",,,K","130",",,,K","8.47",",K","14.39",",,,K","2.56",",,,K","9",",7","62.6",",7"
"USC00368361","2012-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.4",",7","2.8","7","1.1",",K","12",",K","3",",K","0",",K","1",",K","0",",K","0",",K","20",",K","0",",K","4",",K","0",",K","7","","","","-4.4",",K,29,","25",",,K,11,","13",",,K,11,","15.0",",,K,24,","26.7",",K,17,","2982.1","7","  11.7",",,,7,3,2","  11.1","1,,,7,5,2","360.7",",K","  15.6",",,,7,3,2","  14.4","1,,,7,5,2","   5.0",",,,7,3,2","   5.6","1,,,7,5,2","   6.7",",,,7,3,2","   6.7","1,,,7,5,2","   7.6",",,,7,3,2","   7.5","1,,,7,5,2","  10.7",",,,7,3,2","  10.3","1,,,7,5,2","43.0",",,,K","13",",,,K","6.35",",K","12.63",",,,K","0.07",",,,K","210",",7","18.3",",7"
"USC00368361","2012-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","36.1","7","33.3",",K","10",",K","6",",K","2",",K","0",",K","0",",K","0",",K","3",",K","0",",K","22",",K","0",",K","9","","3","","-1.1",",K,02,","0",",,K,31,+","0",",,K,31,+","46.5",",,K,08,","31.7",",K,29,","3076.7","7","  19.4",",,,7,3,2","  20.0",",,,7,5,2","94.6",",K","  23.9",",,,7,3,2","  23.9",",,,7,5,2","   8.3",",,,7,3,2","   7.8",",,,7,5,2","  11.7",",,,7,3,2","  11.1",",,,7,5,2","  15.2",",,,7,3,2","  15.1",",,,7,5,2","  19.1",",,,7,3,2","  18.5",",,,7,5,2","112.0",",,,K","0",",,,K","16.35",",K","23.56",",,,K","9.15",",,,K","","","",""
"USC00368361","2012-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.9","2,7","103.6","7","67.5",",7","9",",7","7",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","23",",7","3",",7","6","","2","","5.0",",7,06,","0",",,7,30,+","0",",,7,30,+","29.7",",,7,02,","33.9",",7,29,","3123.1","7","  22.2",",,,7,3,2","  22.2",",,,7,5,2","46.4",",7","  27.2",",,,7,3,2","  25.6",",,,7,5,2","  15.0",",,,7,3,2","  15.0",",,,7,5,2","  17.8",",,,7,3,2","  17.8",",,,7,5,2","  18.6",",,,7,3,2","  18.8",",,,7,5,2","  22.9",",,,7,3,2","  22.2",",,,7,5,2","69.0",",,,7","0",",,,7","19.04",",7","25.52",",,,7","12.56",",,,7","21","4,7","102.8","4,7"
"USC00368361","2012-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.3",",7","224.3","7","120.7",",7","13",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","5",",7","17","","2","","10.0",",7,25,","0",",,7,31,+","0",",,7,31,+","32.3",",,7,04,","33.9",",7,08,","0.8","7","  23.9",",,,7,3,2","  24.4",",,,7,5,2","0.8",",7","  31.7",",,,7,3,2","  27.2",",,,7,5,2","  20.6",",,,7,3,2","  20.6",",,,7,5,2","  22.8",",,,7,3,2","  22.8",",,,7,5,2","  22.0",",,,7,3,2","  22.0",",,,7,5,2","  26.6",",,,7,3,2","  25.5",",,,7,5,2","99.7",",,,7","0",",,,7","22.20",",7","28.58",",,,7","15.82",",,,7","270",",7","10.7",",7"
