"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00014944","2000-02","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.6",",X","0.0","0","0.0",",0","5",",0","1",",0","0",",0","8",",0","0",",0","0",",0","25",",0","10",",0","0",",0","0",",0","14","","3","","","","-17.2",",0,11,","76",",,0,04,+","23",",,0,17,","20.8",",,0,23,","18.9",",0,28,","","","2851.5","0","557.9",",0","","","","","26.5",",,,0","","","31",",,,0","-0.90",",0","5.10",",,,0","-6.91",",,,0","11031",",X","","","350",",X","310",",X","","","","","","","14.3",",X","17.4",",X","",""
"USW00014944","2000-03","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.2",",X","0.0","0","0.0",",0","4",",0","3",",0","0",",0","1",",0","1",",0","0",",0","24",",0","2",",0","3",",0","0",",0","12","","2","","1","","-13.9",",0,16,","51",",,0,13,","61",",,0,12,","9.9",",,0,23,","26.7",",0,07,","","","3293.4","0","441.9",",0","","","","","23.1",",,,0","","","69",",,,0","4.08",",0","11.58",",,,0","-3.42",",,,0","14942",",X","","","10",",X","10",",X","","","","","","","29.5",",X","26.4",",X","",""
"USW00014944","2000-04","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","5.4",",X","0.0","0","0.0",",0","9",",0","7",",0","0",",0","1",",0","1",",0","0",",0","13",",0","1",",0","3",",0","0",",0","15","","1","","2","","-8.3",",0,08,","25",",,0,07,","135",",,0,07,","14.0",",,0,16,","26.1",",0,22,","","","3611.5","0","318.1",",0","","","","","57.6",",,,0","","","143",",,,0","7.73",",0","14.59",",,,0","0.87",",,,0","12720",",X","","","320",",X","320",",X","","","","","","","22.8",",X","27.7",",X","",""
"USW00014944","2000-05","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","5.0",",X","16.9","0","16.9",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","18",",0","0",",0","12","","","","8","","0.0",",0,19,","0",",,0,31,+","0",",T,0,15,","41.4",",,0,17,","30.0",",0,05,","","","3729.0","0","117.5",",0","","","","","141.4",",,,0","","","0",",T,,0","15.09",",0","22.01",",,,0","8.17",",,,0","9421",",X","","","310",",X","310",",X","","","","","","","17.4",",X","21.5",",X","",""
"USW00014944","2000-06","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.7",",X","74.5","0","57.6",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","3",",0","9","","","","7","","4.4",",0,05,","0",",,0,30,+","0",",,0,30,+","23.9",",,0,23,","36.1",",0,08,","","","3775.4","0","46.4",",0","","","","","82.9",",,,0","","","0",",,,0","18.71",",0","25.21",",,,0","12.20",",,,0","18115",",X","","","290",",X","290",",X","","","","","","","15.2",",X","19.7",",X","",""
"USW00014944","2000-07","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","3.9",",X","203.8","0","129.3",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","16","","1","","6","","7.8",",0,21,","0",",,0,31,+","0",",T,0,09,","34.8",",,0,09,","33.9",",0,08,+","","","13.5","0","13.5",",0","","","","","81.8",",,,0","","","0",",T,,0","22.07",",0","27.96",",,,0","16.18",",,,0","20690","2,X","","","350",",X","340",",X","","","","","","","19.2",",X","24.6",",X","",""
"USW00014944","2000-08","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.0",",X","322.0","0","118.2",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","19","","2","","7","","8.9",",0,29,","0",",,0,31,+","0",",,0,31,+","43.9",",,0,05,","37.2",",0,30,","","","18.6","0","5.1",",0","","","","","80.7",",,,0","","","0",",,,0","21.98",",0","28.20",",,,0","15.77",",,,0","17550","1,X","","","190",",X","200",",X","","","","","","","15.6",",X","17.9",",X","",""
"USW00014944","2000-09","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.2",",X","355.8","0","33.8",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","23",",0","2",",0","5","","2","","2","","-2.2",",0,25,","0",",,0,30,+","0",",,0,30,+","16.5",",,0,04,","33.3",",0,17,","","","113.0","0","94.4",",0","","","","","34.1",",,,0","","","0",",,,0","16.32",",0","24.22",",,,0","8.41",",,,0","15805",",X","","","330",",X","320",",X","","","","","","","14.3",",X","17.0",",X","",""
"USW00014944","2000-10","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","3.9",",X","357.7","0","1.9",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","7",",0","0",",0","15","","4","","3","","-9.4",",0,08,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,29,","28.3",",0,19,","","","354.5","0","241.5",",0","","","","","45.5",",,,0","","","0",",,,0","10.61",",0","16.54",",,,0","4.68",",,,0","9513","2,X","","","170",",X","170",",X","","","","","","","14.8",",X","17.9",",X","",""
"USW00014944","2000-11","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.8",",X","357.7","0","0.0",",0","14",",0","7",",0","0",",0","24",",0","5",",0","3",",0","26",",0","19",",0","0",",0","0",",0","21","","5","","","","-19.4",",0,21,","279",",,0,15,","130",",,0,15,","20.3",",,0,05,","20.6",",0,01,","","","1021.5","0","667.0",",0","","","","","64.2",",,,0","","","500",",,,0","-3.90",",0","0.51",",,,0","-8.32",",,,0","8763",",X","","","300",",X","270",",X","","","","","","","16.1",",X","19.7",",X","",""
"USW00014944","2000-12","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","5.0",",X","357.7","0","0.0",",0","8",",0","0",",0","0",",0","31",",0","4",",0","17",",0","31",",0","28",",0","0",",0","0",",0","20","","3","","","","-28.3",",0,12,","178",",,0,28,","76",",,0,10,","2.3",",,0,28,","3.3",",0,07,","","","2009.6","0","988.1",",0","","","","","9.0",",,,0","","","291",",,,0","-13.54",",0","-8.64",",,,0","-18.44",",,,0","7142","2,X","","","320",",X","320",",X","","","","","","","19.2",",X","23.2",",X","",""
"USW00014944","2001-01","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.1",",X","0.0","0","0.0",",0","4",",0","4",",0","0",",0","31",",0","4",",0","9",",0","31",",0","24",",0","0",",0","0",",0","21","","6","","","","-25.0",",0,19,+","279",",,0,31,","112",",,0,29,","18.0",",,0,29,","5.6",",0,10,+","","","2804.9","0","795.3",",0","","","","","38.1",",,,0","","","355",",,,0","-7.32",",0","-2.42",",,,0","-12.22",",,,0","7985",",X","","","340",",X","330",",X","","","","","","","15.6",",X","17.9",",X","",""
"USW00014944","2001-02","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.7",",X","0.0","0","0.0",",0","9",",0","1",",0","0",",0","28",",0","2",",0","13",",0","28",",0","24",",0","0",",0","0",",0","17","","3","","1","","-28.3",",0,02,","305",",,0,28,+","94",",,0,24,","9.4",",,0,24,","3.9",",0,03,","","","3643.6","0","838.7",",0","","","","","16.6",",,,0","","","214",",,,0","-11.62",",0","-6.13",",,,0","-17.11",",,,0","12061","2,X","","","310",",X","320",",X","","","","","","","16.1",",X","19.2",",X","",""
"USW00014944","2001-03","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.2",",X","0.0","0","0.0",",0","6",",0","2",",0","0",",0","27",",0","1",",0","0",",0","29",",0","13",",0","0",",0","0",",0","22","","5","","","","-17.2",",0,11,","305",",,0,02,+","53",",,0,11,","11.2",",,0,30,","12.8",",0,30,","","","4304.6","0","661.0",",0","","","","","19.9",",,,0","","","82",",,,0","-2.99",",0","1.30",",,,0","-7.28",",,,0","12750","1,X","","","330",",X","280",",X","","","","","","","16.1",",X","17.4",",X","",""
"USW00014944","2001-04","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","5.8",",X","7.2","0","7.2",",0","13",",0","8",",0","2",",0","0",",0","1",",0","0",",0","13",",0","0",",0","7",",0","0",",0","19","","4","","7","","-6.1",",0,17,","0",",T,0,23,","36",",,0,23,","94.5",",,0,22,","30.6",",0,28,","","","4594.4","0","289.8",",0","","","","","177.3",",,,0","","","36",",,,0","8.91",",0","15.76",",,,0","2.07",",,,0","13833","2,X","","","170",",X","170",",X","","","","","","","17.9",",X","22.8",",X","",""
"USW00014944","2001-05","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.9",",X","22.2","0","15.0",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","2",",0","10","","","","2","","3.9",",0,23,+","0",",,0,31,+","0",",,0,31,+","19.1",",,0,05,","33.9",",0,14,","","","4711.1","0","116.7",",0","","","","","48.9",",,,0","","","0",",,,0","15.05",",0","21.29",",,,0","8.82",",,,0","16350","2,W","","","310",",X","310",",X","","","","","","","17.4",",X","20.6",",X","",""
"USW00014944","2001-06","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.7",",X","110.0","0","87.8",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","4",",0","12","","","","10","","7.2",",0,22,","0",",,0,30,+","0",",T,0,12,+","24.6",",,0,12,","36.1",",0,24,","","","4737.2","0","26.1",",0","","","","","79.3",",,,0","","","0",",T,,0","20.39",",0","26.85",",,,0","13.93",",,,0","19575",",X","","","80",",X","80",",X","","","","","","","23.2",",X","25.0",",X","",""
"USW00014944","2001-07","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.0",",X","297.6","0","187.6",",0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","16","","1","","8","","10.6",",0,01,","0",",,0,31,+","0",",,0,31,+","64.0",",,0,24,","34.4",",0,31,","","","3.9","0","3.9",",0","","","","","149.4",",,,0","","","0",",,,0","24.26",",0","29.76",",,,0","18.75",",,,0","20321",",X","","","170",",X","180",",X","","","","","","","13.4",",X","17.0",",X","",""
"USW00014944","2001-08","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","3.8",",X","425.3","0","127.7",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","11","","3","","4","","8.9",",0,13,","0",",,0,31,+","0",",T,0,29,","26.9",",,0,29,","34.4",",0,07,+","","","8.4","0","4.5",",0","","","","","34.8",",,,0","","","0",",T,,0","22.31",",0","28.40",",,,0","16.22",",,,0","19544",",X","","","200",",X","180",",X","","","","","","","13.4",",X","17.0",",X","",""
"USW00014944","2001-09","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","3.9",",X","456.1","0","30.8",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","21",",0","0",",0","12","","3","","2","","-0.6",",0,24,","0",",,0,30,+","0",",,0,30,+","17.5",",,0,16,","31.1",",0,05,","","","102.1","0","93.7",",0","","","","","57.1",",,,0","","","0",",,,0","16.24",",0","22.43",",,,0","10.04",",,,0","15753","1,X","","","160",",X","160",",X","","","","","","","13.0",",X","15.6",",X","",""
"USW00014944","2001-10","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.7",",X","460.3","0","4.2",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","5",",0","1",",0","9","","","","3","","-10.0",",0,27,+","0",",,0,31,+","0",",T,0,24,+","11.7",",,0,09,","32.2",",0,02,","","","395.9","0","293.8",",0","","","","","21.9",",,,0","","","0",",T,,0","8.99",",0","15.99",",,,0","1.99",",,,0","14672","1,X","","","300",",X","300",",X","","","","","","","17.0",",X","20.1",",X","",""
"USW00014944","2001-11","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.5",",X","460.3","0","0.0",",0","8",",0","3",",0","3",",0","5",",0","1",",0","0",",0","17",",0","5",",0","6",",0","0",",0","17","","5","","","","-12.2",",0,28,","279",",,0,28,+","307",",,0,26,","48.8",",,0,23,","23.9",",0,05,","","","753.9","0","358.0",",0","","","","","121.1",",,,0","","","351",",,,0","6.40",",0","13.27",",,,0","-0.47",",,,0","8675","2,X","","","50",",X","330",",X","","","","","","","15.6",",X","20.1",",X","",""
"USW00014944","2001-12","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.4",",X","460.3","0","0.0",",0","3",",0","0",",0","0",",0","16",",0","1",",0","1",",0","30",",0","11",",0","0",",0","0",",0","22","","3","","","","-18.9",",0,31,","178",",,0,01,","48",",,0,23,","2.0",",,0,23,","10.0",",0,15,+","","","1443.8","0","689.9",",0","","","","","2.8",",,,0","","","75",",,,0","-3.92",",0","0.89",",,,0","-8.73",",,,0","11905",",X","","","320",",X","330",",X","","","","","","","14.3",",X","17.4",",X","",""
"USW00014944","2002-01","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.1",",X","0.0","0","0.0",",0","4",",0","0",",0","0",",0","7",",0","0",",0","3",",0","31",",0","11",",0","0",",0","0",",0","13","","","","","","-20.6",",0,02,","25",",,0,31,+","23",",,0,31,","1.5",",,0,31,","17.2",",0,26,","","","2136.6","0","692.8",",0","","","","","4.3",",,,0","","","82",",,,0","-4.02",",0","2.08",",,,0","-10.11",",,,0","9321",",X","","","330",",X","330",",X","","","","","","","13.0",",X","16.1",",X","",""
"USW00014944","2002-02","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","5.5",",X","0.0","0","0.0",",0","2",",0","2",",0","0",",0","6",",0","2",",0","3",",0","24",",0","7",",0","0",",0","0",",0","12","","1","","","","-20.0",",0,27,","51",",,0,10,","46",",,0,09,","4.3",",,0,09,","20.0",",0,23,","","","2688.5","0","551.9",",0","","","","","6.8",",,,0","","","71",",,,0","-1.38",",0","5.71",",,,0","-8.47",",,,0","12425",",X","","","310",",X","300",",X","","","","","","","20.1",",X","24.6",",X","",""
"USW00014944","2002-03","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","5.2",",X","0.0","0","0.0",",0","9",",0","3",",0","0",",0","18",",0","4",",0","2",",0","29",",0","15",",0","0",",0","0",",0","12","","3","","","","-20.6",",0,03,","152",",,0,19,+","173",",,0,18,","15.5",",,0,18,","13.9",",0,27,+","","","3405.0","0","716.5",",0","","","","","35.8",",,,0","","","435",",,,0","-4.78",",0","0.40",",,,0","-9.96",",,,0","12552",",X","","","300",",X","300",",X","","","","","","","16.1",",X","20.1",",X","",""
"USW00014944","2002-04","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","6.0",",X","8.6","0","8.6",",0","6",",0","6",",0","0",",0","1",",0","2",",0","0",",0","13",",0","1",",0","7",",0","0",",0","14","","5","","3","","-9.4",",0,04,","51",",,0,21,","89",",,0,21,","22.1",",,0,27,","31.7",",0,15,","","","3709.4","0","304.4",",0","","","","","58.2",",,,0","","","125",",,,0","8.47",",0","15.50",",,,0","1.45",",,,0","13773",",X","","","300",",X","290",",X","","","","","","","17.0",",X","21.0",",X","",""
"USW00014944","2002-05","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.9",",X","27.5","0","18.9",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","13",",0","1",",0","10","","2","","8","","-2.8",",0,02,","0",",,0,31,+","0",",T,0,26,+","15.7",",,0,26,","33.3",",0,30,","180.2","1,,,0","3916.9","0","207.5",",0","6.25","2,,,0","20.22","1,,,0","46.2",",,,0","","","0",",T,,0","12.25",",0","19.55",",,,0","4.95",",,,0","11421",",X","","","290",",X","120",",X","","","","","","","16.5",",X","20.1",",X","",""
"USW00014944","2002-06","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","5.0",",X","162.6","0","135.1",",0","14",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","10","","","","10","","5.0",",0,16,","0",",,0,30,+","0",",,0,30,+","21.1",",,0,08,+","38.3",",0,29,","","","3933.0","0","16.1",",0","","","","","65.3",",,,0","","","0",",,,0","22.30",",0","28.88",",,,0","15.71",",,,0","18697",",X","","","310",",X","320",",X","","","","","","","14.3",",X","19.2",",X","",""
"USW00014944","2002-07","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.6",",X","380.9","0","218.3",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","11","","","","4","","9.4",",0,23,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,10,","38.3",",0,20,","","","1.1","0","1.1",",0","","","","","45.9",",,,0","","","0",",,,0","25.34",",0","31.70",",,,0","18.97",",,,0","21202",",X","","","300",",X","290",",X","","","","","","","19.2",",X","25.0",",X","",""
"USW00014944","2002-08","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.3",",X","486.7","0","105.8",",0","11",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","20","","1","","10","","6.7",",0,18,","0",",,0,31,+","0",",T,0,12,+","57.9",",,0,21,","36.1",",0,03,","","","11.3","0","10.2",",0","","","","","209.9",",,,0","","","0",",T,,0","21.42",",0","27.10",",,,0","15.73",",,,0","17134",",X","","","310",",X","310",",X","","","","","","","25.9",",X","34.4",",X","",""
"USW00014944","2002-09","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.3",",X","543.4","0","56.7",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","4",",0","12","","3","","3","","0.0",",0,27,+","0",",,0,30,+","0",",,0,30,+","11.7",",,0,18,","33.9",",0,06,","","","96.6","0","85.3",",0","","","","","35.3",",,,0","","","0",",,,0","17.38",",0","23.91",",,,0","10.86",",,,0","16099",",X","","","310",",X","150",",X","","","","","","","14.8",",X","19.7",",X","",""
"USW00014944","2002-10","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.1",",X","543.4","0","0.0",",0","13",",0","10",",0","1",",0","2",",0","5",",0","0",",0","19",",0","3",",0","3",",0","0",",0","20","","3","","2","","-9.4",",0,31,","25",",,0,31,+","38",",,0,16,","28.7",",,0,04,","25.0",",0,11,","","","511.2","0","414.6",",0","","","","","97.7",",,,0","","","160",",,,0","4.96",",0","10.18",",,,0","-0.26",",,,0","7838","1,","","","320",",X","320",",X","","","","","","","15.6",",X","19.7",",X","",""
"USW00014944","2002-11","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","3.9",",X","543.4","0","0.0",",0","4",",0","0",",0","0",",0","3",",0","0",",0","0",",0","30",",0","6",",0","0",",0","0",",0","13","","","","","","-13.3",",0,25,","25",",,0,05,+","13",",,0,05,","1.0",",,0,05,","18.3",",0,09,+","","","1045.8","0","534.6",",0","","","","","2.4",",,,0","","","27",",,,0","0.51",",0","6.70",",,,0","-5.68",",,,0","10197",",X","","","330",",X","320",",X","","","","","","","18.3",",X","24.6",",X","",""
"USW00014944","2002-12","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","3.9",",X","543.4","0","0.0",",0","3",",0","1",",0","0",",0","1",",0","0",",0","2",",0","30",",0","10",",0","0",",0","0",",0","13","","2","","","","-19.4",",0,05,","25",",,0,04,","15",",,0,04,","2.5",",,0,17,","13.9",",0,28,","","","1707.2","0","661.4",",0","","","","","3.8",",,,0","","","20",",,,0","-3.00",",0","3.03",",,,0","-9.03",",,,0","10071",",X","","","300",",X","310",",X","","","","","","","16.1",",X","19.7",",X","",""
"USW00014944","2003-01","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.3",",X","0.0","0","0.0",",0","7",",0","1",",0","0",",0","8",",0","1",",0","7",",0","31",",0","19",",0","0",",0","0",",0","15","","1","","","","-26.7",",0,23,","25",",,0,31,+","36",",,0,29,","3.0",",,0,28,","13.9",",0,08,","","","2523.9","0","816.7",",0","","","","","7.7",",,,0","","","107",",,,0","-8.01",",0","-2.67",",,,0","-13.35",",,,0","9074",",X","","","310",",X","320",",X","","","","","","","17.9",",X","22.8",",X","",""
"USW00014944","2003-02","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.7",",X","0.0","0","0.0",",0","2",",0","1",",0","0",",0","6",",0","1",",0","6",",0","27",",0","15",",0","0",",0","0",",0","10","","2","","","","-22.8",",0,10,","152",",,0,15,","145",",,0,14,","16.0",",,0,14,","11.1",",0,20,","","","3242.2","0","718.3",",0","","","","","16.3",",,,0","","","161",",,,0","-7.32",",0","-1.04",",,,0","-13.61",",,,0","10985",",X","","","330",",X","330",",X","","","","","","","19.2",",X","22.8",",X","",""
"USW00014944","2003-03","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","5.3",",X","0.0","0","0.0",",0","4",",0","1",",0","0",",0","9",",0","2",",0","4",",0","23",",0","9",",0","2",",0","0",",0","14","","4","","","","-24.4",",0,05,","76",",,0,11,+","74",",,0,08,","2.5",",,0,08,","25.6",",0,31,","","","3793.8","0","551.6",",0","","","","","5.6",",,,0","","","118",",,,0","0.54",",0","7.30",",,,0","-6.23",",,,0","11032",",X","","","300",",X","320",",X","","","","","","","15.6",",X","21.0",",X","",""
"USW00014944","2003-04","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","5.4",",X","4.7","0","4.7",",0","10",",0","6",",0","1",",0","3",",0","2",",0","0",",0","9",",0","1",",0","9",",0","0",",0","13","","1","","2","","-11.7",",0,08,","178",",,0,07,","130",",,0,07,","36.1",",,0,18,","29.4",",0,14,+","","","4084.3","0","290.5",",0","","","","","93.8",",,,0","","","229",",,,0","8.81",",0","15.21",",,,0","2.40",",,,0","9996",",X","","","180",",X","170",",X","","","","","","","20.1",",X","23.7",",X","",""
"USW00014944","2003-05","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.4",",X","7.0","0","2.3",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","16","","2","","4","","0.6",",0,07,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,04,","27.2",",0,28,","","","4250.3","0","166.0",",0","","","","","67.2",",,,0","","","0",",,,0","13.05",",0","19.61",",,,0","6.49",",,,0","10320",",X","","","320",",X","310",",X","","","","","","","20.1",",X","23.7",",X","",""
"USW00014944","2003-06","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","3.9",",X","63.9","0","56.9",",0","15",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","2",",0","12","","1","","12","","6.7",",0,09,+","0",",,0,30,+","0",",,0,30,+","46.7",",,0,24,","32.8",",0,24,","","","4286.9","0","36.6",",0","","","","","89.8",",,,0","","","0",",,,0","19.01",",0","25.59",",,,0","12.43",",,,0","14430",",X","","","170",",X","210",",X","","","","","","","19.7",",X","23.2",",X","",""
"USW00014944","2003-07","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.3",",X","202.4","0","138.5",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","11","","1","","9","","9.4",",0,23,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,08,","33.9",",0,26,+","","","0.6","0","0.6",",0","","","","","41.8",",,,0","","","0",",,,0","22.78",",0","29.05",",,,0","16.51",",,,0","19921",",X","","","300",",X","190",",X","","","","","","","17.0",",X","22.8",",X","",""
"USW00014944","2003-08","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","3.6",",X","352.3","0","149.9",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","9","","","","10","","8.3",",0,31,+","0",",,0,31,+","0",",,0,31,+","30.0",",,0,20,","36.1",",0,17,+","","","7.5","0","6.9",",0","","","","","46.3",",,,0","","","0",",,,0","22.94",",0","29.66",",,,0","16.23",",,,0","18733",",X","","","170",",X","30",",X","","","","","","","13.9",",X","17.0",",X","",""
"USW00014944","2003-09","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","4.5",",X","384.5","0","32.2",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","18",",0","2",",0","6","","1","","4","","0.0",",0,29,+","0",",,0,30,+","0",",,0,30,+","66.8",",,0,10,","33.9",",0,05,","","","123.7","0","116.2",",0","","","","","120.4",",,,0","","","0",",,,0","15.53",",0","22.61",",,,0","8.46",",,,0","12012",",X","","","330",",X","140",",X","","","","","","","14.3",",X","18.3",",X","",""
"USW00014944","2003-10","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","3.9",",X","390.1","0","5.6",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","12",",0","0",",0","7","","","","","","-5.6",",0,27,","0",",T,Z,31,","3",",,0,26,","16.5",",,0,11,","29.4",",0,19,","","","373.8","0","250.1",",0","","","","","23.5",",,,0","","","3",",,,0","10.45",",0","17.90",",,,0","2.99",",,,0","12633",",X","","","310",",X","300",",X","","","","","","","17.4",",X","20.6",",X","",""
"USW00014944","2003-11","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","5.0",",X","390.1","0","0.0",",0","4",",0","2",",0","0",",0","8",",0","2",",0","1",",0","27",",0","7",",0","0",",0","0",",0","12","","1","","","","-17.8",",0,24,","102",",,0,24,+","122",",,0,23,","7.1",",,0,03,","17.8",",0,19,","","","925.4","0","551.6",",0","","","","","15.0",",,,0","","","193",",,,0","-0.06",",0","5.10",",,,0","-5.21",",,,0","9750",",X","","","320",",X","300",",X","","","","","","","18.3",",X","24.6",",X","",""
